"word";"in documents";"total"
"particular";2.0;2.0
"partner";3.0;3.0
"partnership";3.0;3.0
"pass";3.0;3.0
"passag";1.0;1.0
"path";2.0;2.0
"pathway";1.0;1.0
"patikul";1.0;1.0
"patrol";1.0;1.0
"pave";1.0;1.0
"peac";20.0;53.0
"peopl";12.0;21.0
"percent";3.0;7.0
"perfecto";1.0;1.0
"period";1.0;1.0
"perman";8.0;12.0
"permann";1.0;1.0
"perpetr";1.0;1.0
"person";1.0;1.0
"perspect";1.0;1.0
"peso";1.0;1.0
"philippin";40.0;216.0
"philosoph";1.0;1.0
"philosophi";1.0;1.0
"phone";1.0;1.0
"photo";1.0;1.0
"picquart";1.0;4.0
"piec";1.0;2.0
"pierr";1.0;1.0
"pillar";1.0;1.0
"piraci";1.0;1.0
"pivot";3.0;3.0
"place";3.0;3.0
"plagu";1.0;1.0
"plan";3.0;4.0
"plane";1.0;1.0
"plant";1.0;1.0
"play";5.0;7.0
"player";1.0;1.0
"plea";1.0;1.0
"pleas";1.0;1.0
"pledg";2.0;2.0
"plunder";1.0;4.0
"plung";1.0;1.0
"poch";1.0;4.0
"point";8.0;8.0
"poison";1.0;1.0
"polic";3.0;8.0
"policemen";1.0;1.0
"polici";4.0;7.0
"polit";10.0;15.0
"poll";2.0;2.0
"poor";2.0;2.0
"popul";1.0;1.0
"popular";1.0;1.0
"portug";1.0;1.0
"posit";16.0;23.0
"possibl";2.0;2.0
"post";1.0;1.0
"poverti";1.0;1.0
"power";7.0;8.0
"powerhous";1.0;1.0
"practic";3.0;4.0
"pragmat";3.0;5.0
"prais";1.0;1.0
"predecessor";3.0;4.0
"prefer";1.0;1.0
"prepar";3.0;3.0
"presenc";1.0;1.0
"present";2.0;2.0
"preserv";2.0;2.0
"presid";39.0;98.0
"presidenti";4.0;6.0
"press";7.0;7.0
"pressur";2.0;2.0
"presum";1.0;1.0
"pretext";1.0;1.0
"previous";5.0;5.0
"prime";1.0;1.0
"principl";4.0;4.0
"prior";2.0;2.0
"prioriti";2.0;2.0
"prison";2.0;2.0
"privat";1.0;3.0
"problem";3.0;4.0
"problemat";1.0;1.0
"procedur";2.0;2.0
"proceed";4.0;4.0
"process";9.0;10.0
"procur";1.0;1.0
"product";1.0;1.0
"professor";4.0;6.0
"profil";1.0;1.0
"program";1.0;1.0
"progress";2.0;2.0
"project";1.0;1.0
"prolifer";1.0;1.0
"promis";3.0;3.0
"promot";5.0;8.0
"proof";1.0;1.0
"proper";5.0;6.0
"propos";4.0;7.0
"proposit";2.0;2.0
"prosper";3.0;7.0
"protect";2.0;2.0
"protector";1.0;1.0
"prove";2.0;2.0
"proverb";1.0;1.0
"provid";3.0;4.0
"provinc";5.0;6.0
"provinci";1.0;1.0
"provok";1.0;1.0
"public";3.0;3.0
"publish";3.0;3.0
"pukan";1.0;1.0
"pull";1.0;1.0
"pure";1.0;1.0
"pursu";2.0;3.0
"push";2.0;3.0
"qizheng";1.0;1.0
"quarter";1.0;1.0
"question";5.0;7.0
"race";1.0;1.0
"radic";1.0;1.0
"radio";1.0;1.0
"rais";4.0;5.0
"rajaratnam";1.0;1.0
"ralli";1.0;1.0
"ramadan";1.0;3.0
"ramirez";1.0;1.0
"ramo";5.0;9.0
"rang";1.0;1.0
"rank";1.0;1.0
"ransom";2.0;2.0
"rate";1.0;2.0
"reach";6.0;10.0
"react";1.0;1.0
"reaction";2.0;2.0
"read";2.0;3.0
"readabl";1.0;1.0
"readi";12.0;15.0
"reaffirm";3.0;3.0
"rear";1.0;1.0
"reason";3.0;3.0
"rebalanc";1.0;1.0
"rebel";4.0;9.0
"recal";1.0;1.0
"receiv";2.0;2.0
"recent";6.0;7.0
"reckon";1.0;1.0
"recogn";10.0;11.0
"recognit";1.0;1.0
"reconcili";1.0;2.0
"reconciliatori";1.0;1.0
"reconnect";2.0;3.0
"reconsid";1.0;1.0
"record";1.0;1.0
"recount";1.0;1.0
"reduc";3.0;3.0
"reef";1.0;1.0
"reelect";1.0;1.0
"refer";2.0;2.0
"refere";1.0;1.0
"reform";1.0;1.0
"refuge";1.0;1.0
"refus";4.0;4.0
"regain";1.0;1.0
"regard";6.0;8.0
"regardless";1.0;1.0
"region";22.0;53.0
"regul";1.0;1.0
"regular";2.0;2.0
"rehabilit";1.0;1.0
"reiter";8.0;10.0
"reject";1.0;1.0
"rejoic";1.0;1.0
"relat";20.0;37.0
"relationship";5.0;6.0
"releas";5.0;6.0
"relev";9.0;11.0
"reli";1.0;1.0
"relief";2.0;2.0
"reliev";1.0;1.0
"remain";2.0;2.0
"remark";9.0;9.0
"remind";3.0;3.0
"remov";2.0;2.0
"render";3.0;3.0
"renew";1.0;1.0
"renmin";1.0;1.0
"repeat";4.0;5.0
"repercuss";1.0;1.0
"report";8.0;11.0
"repres";4.0;5.0
"republ";2.0;3.0
"request";7.0;8.0
"requir";1.0;1.0
"rescu";2.0;5.0
"resolut";4.0;4.0
"resolv";11.0;18.0
"resort";1.0;1.0
"resourc";2.0;4.0
"respect";9.0;11.0
"respond";1.0;1.0
"respons";5.0;5.0
"rest";1.0;1.0
"restart";1.0;3.0
"restat";1.0;1.0
"restor";1.0;1.0
"restrain";1.0;1.0
"restraint";2.0;2.0
"result";6.0;8.0
"resum";3.0;4.0
"resumpt";3.0;3.0
"resurfac";1.0;1.0
"retain";1.0;1.0
"retir";4.0;4.0
"return";7.0;7.0
"revers";1.0;1.0
"review";1.0;1.0
"reviv";1.0;2.0
"revolv";1.0;1.0
"rewind";1.0;1.0
"rhetor";1.0;1.0
"ricardo";1.0;1.0
"richard";1.0;1.0
"ridicul";1.0;1.0
"right";5.0;15.0
"rise";2.0;2.0
"risen";1.0;1.0
"risk";2.0;2.0
"road";2.0;3.0
"robredo";1.0;6.0
"rock";2.0;2.0
"rocket";1.0;2.0
"rodrigo";36.0;40.0
"role";7.0;8.0
"rommel";1.0;1.0
"ronald";1.0;1.0
"room";1.0;1.0
"root";1.0;1.0
"rosa";1.0;1.0
"round";1.0;1.0
"routin";1.0;1.0
"rule";19.0;34.0
"rumao";1.0;1.0
"rural";1.0;1.0
"rush";1.0;1.0
"saddam";1.0;2.0
"safe";3.0;3.0
"safeguard";2.0;2.0
"safeti";1.0;1.0
"said";40.0;229.0
"sail";1.0;1.0
"sailor";1.0;2.0
"sall";1.0;1.0
"salvag";1.0;1.0
"sansha";1.0;4.0
"saturday";4.0;4.0
"save";1.0;1.0
"sayyaf";3.0;16.0
"scale";3.0;3.0
"scenario";1.0;1.0
"scholar";1.0;1.0
"school";3.0;3.0
"scienc";4.0;5.0
"seal";1.0;1.0
"search";1.0;4.0
"second";2.0;2.0
"secretari";8.0;9.0
"secretariat";1.0;1.0
"sector";1.0;2.0
"secur";6.0;6.0
"seek";7.0;8.0
"seem";5.0;6.0
"seen";1.0;1.0
"self";1.0;1.0
"semblanc";1.0;1.0
"seminar";3.0;5.0
"senat";1.0;1.0
"send";6.0;7.0
"sendoff";1.0;1.0
"senior";7.0;7.0
"sens";3.0;3.0
"sentenc";1.0;1.0
"separ";3.0;3.0
"separatist";1.0;1.0
"seri";2.0;2.0
"serious";1.0;1.0
"serv";8.0;14.0
"servant";1.0;1.0
"servic";1.0;1.0
"servicemen";1.0;1.0
"settl";9.0;13.0
"settlement";8.0;8.0
"seven";5.0;6.0
"sever";1.0;1.0
"shanghai";1.0;1.0
"shannon";1.0;1.0
"share";3.0;3.0
"shell";1.0;1.0
"shift";3.0;3.0
"ship";3.0;8.0
"short";2.0;2.0
"shortcut";1.0;1.0
"show";6.0;7.0
"shown";3.0;3.0
"shuo";1.0;1.0
"side";11.0;18.0
"sign";7.0;8.0
"signal";2.0;2.0
"signatori";1.0;1.0
"signatur";1.0;1.0
"signific";2.0;2.0
"simon";1.0;2.0
"simpl";2.0;2.0
"simpli";2.0;2.0
"sincer";2.0;2.0
"singapor";1.0;1.0
"singh";1.0;2.0
"singl";2.0;2.0
"sinologu";1.0;1.0
"sison";1.0;1.0
"situat";7.0;7.0
"size";1.0;1.0
"skirmish";1.0;2.0
"slain";1.0;1.0
"slew";1.0;1.0
"slow";1.0;1.0
"sobrieti";1.0;1.0
"social";4.0;5.0
"societi";1.0;1.0
"soft";1.0;2.0
"soften";1.0;1.0
"soldier";2.0;6.0
"solemn";1.0;1.0
"solidar";1.0;1.0
"solut";12.0;17.0
"solv";15.0;24.0
"somehow";1.0;1.0
"sophist";1.0;1.0
"sound";1.0;2.0
"sour";1.0;1.0
"sourc";1.0;1.0
"south";27.0;152.0
"southeast";7.0;10.0
"southern";5.0;5.0
"sovereign";4.0;4.0
"sovereignti";7.0;13.0
"space";1.0;1.0
"spare";1.0;1.0
"spark";1.0;1.0
"speak";1.0;1.0
"speech";3.0;3.0
"speed";1.0;1.0
"spend";1.0;1.0
"spew";1.0;1.0
"spirit";1.0;1.0
"spokesman";6.0;6.0
"spokesperson";6.0;7.0
"sport";1.0;1.0
"spotlight";1.0;2.0
"spur";1.0;1.0
"squar";1.0;1.0
"stabil";9.0;17.0
"stage";1.0;1.0
"stagger";1.0;1.0
"stagnant";1.0;1.0
"stake";2.0;2.0
"stakehold";1.0;1.0
"stall";2.0;3.0
"stanc";4.0;5.0
"stand";4.0;4.0
"standard";1.0;1.0
"standoff";1.0;3.0
"star";1.0;1.0
"start";9.0;17.0
"starter";1.0;1.0
"state";20.0;41.0
"statement";9.0;18.0
"station";2.0;2.0
"status";1.0;1.0
"stay";1.0;1.0
"step";5.0;10.0
"stipul";2.0;2.0
"stir";3.0;3.0
"stoke";1.0;1.0
"stop";3.0;3.0
"stori";7.0;15.0
"strain";1.0;1.0
"strateg";4.0;4.0
"strategi";3.0;3.0
"strengthen";1.0;1.0
"stress";7.0;10.0
"string";1.0;1.0
"strong";2.0;3.0
"structur";2.0;2.0
"studi";6.0;10.0
"stupid";1.0;1.0
"stymi";1.0;2.0
"subject";4.0;4.0
"submerg";1.0;1.0
"submiss";2.0;2.0
"submit";3.0;3.0
"subsequ";1.0;1.0
"succeed";1.0;1.0
"success";3.0;3.0
"sudden";1.0;1.0
"suggest";4.0;4.0
"suit";1.0;1.0
"sulu";2.0;9.0
"summari";1.0;1.0
"summer";1.0;1.0
"super";1.0;1.0
"superpow";2.0;2.0
"suppli";2.0;2.0
"support";11.0;20.0
"suprem";1.0;4.0
"sure";2.0;2.0
"surrend";2.0;2.0
"surround";1.0;1.0
"survey";1.0;4.0
"suspect";3.0;3.0
"sustain";2.0;2.0
"swaran";1.0;1.0
"sweep";5.0;5.0
"sweepstak";1.0;1.0
"swim";1.0;1.0
"sworn";2.0;2.0
"symbol";1.0;1.0
"sympathi";1.0;1.0
"syndic";1.0;1.0
"syria";1.0;1.0
"system";2.0;3.0
"tabl";7.0;8.0
"taekwondo";1.0;1.0
"taip";1.0;1.0
"take";9.0;14.0
"takehiko";1.0;1.0
"taken";3.0;3.0
"talk";16.0;52.0
"tank";3.0;3.0
"tanmen";1.0;1.0
"tape";1.0;1.0
"tarnish";1.0;1.0
"taught";1.0;1.0
"taunt";1.0;1.0
"teach";1.0;1.0
"team";2.0;3.0
"technic";1.0;1.0
"technolog";5.0;5.0
"tell";2.0;2.0
"tempest";1.0;1.0
"temporari";1.0;2.0
"temporarili";1.0;1.0
"tend";1.0;1.0
"tenni";1.0;1.0
"tension";7.0;8.0
"teodulfo";1.0;1.0
"term";8.0;9.0
"territori";14.0;21.0
"terror";2.0;5.0
"terrorist";1.0;1.0
"test";1.0;3.0
"testimoni";2.0;2.0
"text";2.0;5.0
"textur";1.0;1.0
"thailand";3.0;3.0
"thank";2.0;2.0
"theodor";1.0;1.0
"thereaft";1.0;1.0
"therefor";1.0;1.0
"thing";2.0;3.0
"think";7.0;10.0
"third";6.0;7.0
"thought";1.0;1.0
"thousand";3.0;4.0
"threat";4.0;5.0
"threaten";4.0;5.0
"threw";1.0;1.0
"thrust";1.0;1.0
"thursday";11.0;13.0
"thus";1.0;1.0
"tiankai";1.0;1.0
"tianmu";1.0;1.0
"tide";1.0;1.0
"tier";1.0;4.0
"tiger";1.0;1.0
"time";12.0;18.0
"titl";4.0;4.0
"told";14.0;17.0
"toni";1.0;1.0
"took";3.0;3.0
"tool";1.0;1.0
"town";2.0;4.0
"track";7.0;13.0
"trade";3.0;6.0
"trampl";1.0;1.0
"tranquil";1.0;1.0
"transact";1.0;1.0
"transfer";1.0;2.0
"transmiss";1.0;1.0
"transpar";3.0;3.0
"travel";1.0;2.0
"treat";1.0;1.0
"treati";2.0;3.0
"treatment";1.0;1.0
"tremend";1.0;1.0
"trial";1.0;2.0
"tribun";19.0;48.0
"trillion";1.0;1.0
"troop";4.0;4.0
"tropic";1.0;1.0
"troubl";4.0;7.0
"troublesom";1.0;1.0
"trust";6.0;14.0
"truth";2.0;2.0
"tuesday";19.0;25.0
"tugboat";1.0;2.0
"turn";3.0;3.0
"twenti";1.0;1.0
"twice";1.0;1.0
"twist";1.0;1.0
"ulis";1.0;1.0
"ultim";2.0;3.0
"unceas";1.0;1.0
"unclo";6.0;16.0
"undecid";1.0;1.0
"underestim";1.0;1.0
"undergo";1.0;2.0
"undermin";3.0;5.0
"undersecretari";2.0;2.0
"understand";3.0;3.0
"undertak";1.0;1.0
"undetermin";1.0;1.0
"unequivoc";1.0;1.0
"unfulfil";1.0;1.0
"unilater";17.0;24.0
"uninvolv";1.0;1.0
"union";2.0;2.0
"unit";16.0;30.0
"univers";6.0;7.0
"unkayan";1.0;1.0
"unparallel";1.0;1.0
"unreason";1.0;1.0
"unrecogn";1.0;1.0
"unrel";1.0;1.0
"unremit";1.0;1.0
"unti";1.0;1.0
"unwav";1.0;1.0
"upcom";2.0;2.0
"uplift";2.0;2.0
"urban";1.0;1.0
"urbino";1.0;2.0
"useless";2.0;2.0
"usher";1.0;1.0
"vald";1.0;3.0
"valid";3.0;4.0
"valu";2.0;2.0
"varga";1.0;1.0
"various";2.0;2.0
"vehicl";1.0;1.0
"verdict";3.0;5.0
"version";1.0;2.0
"vest";1.0;1.0
"veteran";1.0;1.0
"vicin";1.0;1.0
"victim";1.0;1.0
"victori";1.0;1.0
"view";4.0;4.0
"villag";1.0;2.0
"violat";3.0;4.0
"violenc";2.0;2.0
"virtu";1.0;1.0
"visaya";1.0;3.0
"visit";4.0;6.0
"vital";2.0;2.0
"vitaliano";2.0;2.0
"voic";3.0;4.0
"void";8.0;10.0
"vote";2.0;2.0
"wage";5.0;5.0
"wait";1.0;1.0
"wake";1.0;1.0
"walk";3.0;4.0
"wall";1.0;2.0
"wang";1.0;1.0
"want";10.0;17.0
"warm";1.0;1.0
"warn";2.0;2.0
"warplan";1.0;1.0
"warship";4.0;4.0
"washington";4.0;11.0
"water";11.0;19.0
"waterway";1.0;2.0
"wave";3.0;3.0
"waylaid";1.0;1.0
"wealthi";1.0;1.0
"weapon";1.0;1.0
"weather";1.0;1.0
"wednesday";10.0;12.0
"week";5.0;5.0
"weight";1.0;1.0
"weightlift";1.0;1.0
"welcom";6.0;7.0
"went";5.0;5.0
"west";1.0;4.0
"western";5.0;7.0
"white";2.0;2.0
"wholli";1.0;1.0
"wide";3.0;3.0
"widen";1.0;1.0
"wider";1.0;1.0
"wife";1.0;1.0
"will";4.0;4.0
"william";2.0;2.0
"willing";6.0;7.0
"window";1.0;1.0
"wipe";1.0;1.0
"wisdom";1.0;2.0
"wise";1.0;1.0
"wish";2.0;2.0
"wisher";1.0;2.0
"withdraw";1.0;1.0
"word";2.0;3.0
"work";13.0;17.0
"worker";1.0;1.0
"world";5.0;5.0
"worm";1.0;1.0
"worri";1.0;1.0
"wors";1.0;1.0
"worsen";1.0;1.0
"worst";1.0;1.0
"worthi";1.0;1.0
"wound";1.0;5.0
"write";1.0;1.0
"writer";1.0;1.0
"wrong";4.0;4.0
"wrongdo";1.0;1.0
"wrote";1.0;3.0
"xinhua";11.0;13.0
"xisha";1.0;2.0
"yang";2.0;2.0
"yasay";1.0;4.0
"year";13.0;28.0
"yield";1.0;1.0
"york";1.0;1.0
"young";1.0;1.0
"youth";2.0;2.0
"yuji";1.0;1.0
"yuncheng";1.0;1.0
"zhao";1.0;5.0
"zhaohui";1.0;1.0
"zhenmin";3.0;3.0
"zone";3.0;3.0
