"word";"in documents";"total"
"ana_mari";1.0;1.0
"ana_mari_banaag";1.0;1.0
"analyst_institut";1.0;1.0
"analyst_institut_polit";1.0;1.0
"analyst_said";1.0;1.0
"analyst_said_wednesday";1.0;1.0
"analyst_told";1.0;1.0
"analyst_told_xinhua";1.0;1.0
"ancestr_batac";1.0;1.0
"ancestr_batac_north";1.0;1.0
"ancestr_chain";1.0;1.0
"ancestr_chain_bambang";1.0;1.0
"anew_status";1.0;1.0
"anew_status_quo";1.0;1.0
"anim_plant";3.0;6.0
"anim_plant_inspect";3.0;4.0
"anim_plant_sanitari";2.0;2.0
"annex_list";2.0;2.0
"annex_list_sign";2.0;2.0
"annex_side";2.0;2.0
"annex_side_express";2.0;2.0
"announc_commit";2.0;2.0
"announc_commit_renew";2.0;2.0
"announc_friday";1.0;1.0
"announc_friday_enhanc";1.0;1.0
"announc_oath";1.0;1.0
"announc_oath_take";1.0;1.0
"announc_restor";2.0;2.0
"announc_restor_permit";2.0;2.0
"announc_wednesday";1.0;1.0
"announc_year";1.0;1.0
"announc_year_old";1.0;1.0
"annual_defens";2.0;2.0
"annual_defens_secur";2.0;2.0
"annual_joint";1.0;1.0
"annual_joint_exercis";1.0;1.0
"ant_burial";1.0;1.0
"ant_burial_late";1.0;1.0
"antara_news";1.0;1.0
"antara_news_agenc";1.0;1.0
"anti_drug";2.0;3.0
"anti_drug_campaign";2.0;3.0
"anti_marco";1.0;2.0
"anti_marco_group";1.0;1.0
"anti_marco_human";1.0;1.0
"anti_narcot";1.0;1.0
"anti_narcot_friend";1.0;1.0
"anti_terror";1.0;1.0
"anti_terror_capabl";1.0;1.0
"anticip_visit";1.0;1.0
"anticip_visit_abl";1.0;1.0
"anxious_china";1.0;1.0
"anxious_china_s";1.0;1.0
"anymor_dutert";1.0;1.0
"anymor_dutert_said";1.0;1.0
"anymor_said";1.0;1.0
"anymor_said_i";1.0;1.0
"apart_style";1.0;1.0
"apart_style_similar";1.0;1.0
"apolog_compens";1.0;1.0
"apolog_compens_inclus";1.0;1.0
"appar_abl";1.0;1.0
"appar_abl_enhanc";1.0;1.0
"appar_effort";1.0;1.0
"appar_effort_woo";1.0;1.0
"appar_refer";1.0;1.0
"appar_refer_secur";1.0;1.0
"applaud_dutert";1.0;1.0
"applaud_dutert_s";1.0;1.0
"appreci_contribut";1.0;1.0
"appreci_contribut_filipino";1.0;1.0
"appreci_warm";2.0;2.0
"appreci_warm_welcom";2.0;2.0
"appropri_manner";2.0;2.0
"appropri_manner_side";2.0;2.0
"appropri_set";1.0;1.0
"appropri_set_mileston";1.0;1.0
"approv_adopt";1.0;1.0
"approv_adopt_year";1.0;1.0
"apterr_time";2.0;2.0
"apterr_time_emerg";2.0;2.0
"aquino_casipl";1.0;1.0
"aquino_casipl_told";1.0;1.0
"aquino_iii";5.0;6.0
"aquino_iii_china";2.0;2.0
"aquino_iii_larg";1.0;1.0
"aquino_iii_sign";2.0;2.0
"aquino_peac";1.0;1.0
"aquino_peac_bilater";1.0;1.0
"arbitr_case";3.0;3.0
"arbitr_case_brought";1.0;1.0
"arbitr_case_initi";1.0;1.0
"arbitr_case_unilater";1.0;1.0
"arbitr_episod";1.0;1.0
"arbitr_episod_led";1.0;1.0
"arbitr_process";1.0;1.0
"arbitr_process_japan";1.0;1.0
"arbitr_tribun";1.0;1.0
"arbitr_tribun_rule";1.0;1.0
"architectur_china";2.0;2.0
"architectur_china_affirm";2.0;2.0
"area_benefit";1.0;1.0
"area_benefit_philippin";1.0;1.0
"area_bilater";2.0;2.0
"area_bilater_cooper";2.0;2.0
"area_china";2.0;2.0
"area_china_commit";2.0;2.0
"area_citi";1.0;1.0
"area_citi_said";1.0;1.0
"area_concern";1.0;1.0
"area_concern_enhanc";1.0;1.0
"area_concession";2.0;2.0
"area_concession_loan";2.0;2.0
"area_cooper";3.0;4.0
"area_cooper_benefit";2.0;2.0
"area_cooper_china";2.0;2.0
"area_educ";2.0;2.0
"area_educ_financ";2.0;2.0
"area_field";1.0;1.0
"area_field_cooper";1.0;1.0
"area_fruit";1.0;1.0
"area_fruit_trade";1.0;1.0
"area_halal";1.0;1.0
"area_halal_industri";1.0;1.0
"area_humanitarian";2.0;2.0
"area_humanitarian_assist";2.0;2.0
"area_i";2.0;2.0
"area_i_agricultur";2.0;2.0
"area_includ";2.0;2.0
"area_includ_japan";1.0;1.0
"area_includ_trade";1.0;1.0
"area_philippin";1.0;1.0
"area_philippin_armi";1.0;1.0
"area_scienc";2.0;2.0
"area_scienc_technolog";2.0;2.0
"area_spokesperson";1.0;1.0
"area_spokesperson_said";1.0;1.0
"area_strengthen";1.0;1.0
"area_strengthen_said";1.0;1.0
"area_xi";1.0;1.0
"area_xi_made";1.0;1.0
"argument_sept";1.0;1.0
"argument_sept_court";1.0;1.0
"arm_forc";3.0;3.0
"arm_forc_chines";1.0;1.0
"arm_forc_philippin";2.0;2.0
"arm_readi";1.0;1.0
"arm_readi_friendship";1.0;1.0
"armi_camp";1.0;1.0
"armi_camp_nueva";1.0;1.0
"armi_dutert";1.0;1.0
"armi_dutert_wage";1.0;1.0
"armi_maj";1.0;1.0
"armi_maj_ezra";1.0;1.0
"arrang_bsa";2.0;2.0
"arrang_bsa_china";2.0;2.0
"arrang_diplomat";2.0;2.0
"arrang_diplomat_premis";2.0;2.0
"arrang_encourag";2.0;2.0
"arrang_encourag_mutual";2.0;2.0
"arrang_enhanc";2.0;2.0
"arrang_enhanc_cooper";2.0;2.0
"arriv_beij";2.0;2.0
"arriv_beij_tuesday";2.0;2.0
"arriv_davao";1.0;1.0
"arriv_davao_citi";1.0;1.0
"arriv_year";2.0;2.0
"arriv_year_note";2.0;2.0
"arthur_tugad";1.0;1.0
"arthur_tugad_call";1.0;1.0
"articl_conclud";1.0;1.0
"articl_denounc";1.0;1.0
"articl_denounc_uss";1.0;1.0
"articl_read";1.0;1.0
"articl_read_washington";1.0;1.0
"articl_said";1.0;3.0
"articl_said_intrus";1.0;1.0
"articl_said_philippin";1.0;1.0
"articl_said_u";1.0;1.0
"articl_stress";1.0;1.0
"articl_stress_warn";1.0;1.0
"asean_came";1.0;1.0
"asean_came_ahead";1.0;1.0
"asean_central";2.0;2.0
"asean_central_evolv";2.0;2.0
"asean_chair";2.0;2.0
"asean_chair_year";2.0;2.0
"asean_china";2.0;4.0
"asean_china_dialogu";2.0;2.0
"asean_china_year";2.0;2.0
"asean_communiti";2.0;2.0
"asean_communiti_build";2.0;2.0
"asean_countri";2.0;2.0
"asean_countri_said";1.0;1.0
"asean_countri_soukthavi";1.0;1.0
"asean_emerg";2.0;2.0
"asean_emerg_rice";2.0;2.0
"asean_forg";2.0;2.0
"asean_forg_ahead";2.0;2.0
"asean_friday";1.0;1.0
"asean_friday_china";1.0;1.0
"asean_integr";2.0;2.0
"asean_integr_asean";2.0;2.0
"asean_meet";1.0;1.0
"asean_meet_month";1.0;1.0
"asean_member";2.0;2.0
"asean_member_state";2.0;2.0
"asean_mourn";1.0;1.0
"asean_mourn_pass";1.0;1.0
"asean_philippin";1.0;1.0
"asean_philippin_cooper";1.0;1.0
"asean_region";2.0;2.0
