"word";"in documents";"total"
"routin";1.0;1.0
"royal";1.0;1.0
"ruan";1.0;2.0
"rule";2.0;2.0
"rulun";1.0;1.0
"rumpl";1.0;1.0
"rural";1.0;1.0
"russia";1.0;9.0
"russian";1.0;4.0
"sacrific";1.0;1.0
"safeguard";1.0;3.0
"safer";1.0;1.0
"safeti";4.0;6.0
"said";37.0;160.0
"salvador";1.0;1.0
"sanitari";2.0;2.0
"sara";1.0;1.0
"satisfact";2.0;2.0
"saturday";2.0;3.0
"scale";1.0;1.0
"scapegoat";1.0;1.0
"schedul";2.0;3.0
"scholar";1.0;1.0
"scholarship";2.0;2.0
"school";1.0;1.0
"scienc";4.0;9.0
"scientif";2.0;2.0
"scof";1.0;1.0
"scope";1.0;1.0
"scrap";2.0;2.0
"season";1.0;1.0
"seat";1.0;1.0
"secretari";8.0;9.0
"sector";4.0;4.0
"secur";12.0;22.0
"seed";2.0;2.0
"seek";7.0;13.0
"seem";2.0;2.0
"seizur";2.0;2.0
"self";2.0;2.0
"senat";1.0;1.0
"seng";1.0;1.0
"senior";1.0;1.0
"sent";1.0;2.0
"sentenc";2.0;2.0
"sentral";2.0;2.0
"separ";2.0;4.0
"sept";3.0;4.0
"septemb";2.0;2.0
"seri";5.0;5.0
"serious";1.0;1.0
"serv";2.0;2.0
"servic";3.0;3.0
"settl";1.0;1.0
"settlement";3.0;5.0
"sever";3.0;3.0
"sexual";1.0;3.0
"shape";1.0;1.0
"share";4.0;9.0
"shelv";2.0;2.0
"shift";1.0;1.0
"shilei";1.0;1.0
"shinzo";8.0;8.0
"shipbuild";1.0;1.0
"show";3.0;3.0
"shown";1.0;1.0
"shuang";1.0;1.0
"shuttl";1.0;1.0
"side";8.0;125.0
"sidelin";1.0;1.0
"sign";12.0;16.0
"signifi";1.0;1.0
"signific";2.0;2.0
"similar";1.0;1.0
"simpler";1.0;1.0
"simpli";1.0;1.0
"sincer";3.0;3.0
"singapor";1.0;1.0
"sino";3.0;3.0
"siriraj";1.0;1.0
"situat";2.0;2.0
"skill";1.0;1.0
"slate";1.0;1.0
"slaveri";1.0;1.0
"smart";1.0;1.0
"smoke";1.0;4.0
"smoker";1.0;1.0
"smooth";2.0;2.0
"social";4.0;4.0
"societi";1.0;2.0
"socioeconom";1.0;2.0
"soft";1.0;1.0
"soldier";5.0;5.0
"solid";1.0;1.0
"solut";3.0;3.0
"solv";1.0;1.0
"sometim";1.0;1.0
"sooner";1.0;1.0
"soukthavi";2.0;4.0
"sound";4.0;4.0
"sourc";1.0;1.0
"south";13.0;44.0
"southeast";5.0;6.0
"southern";3.0;3.0
"sovereign";3.0;5.0
"sovereignti";2.0;6.0
"space";1.0;1.0
"spat";2.0;2.0
"speak";3.0;3.0
"specif";1.0;1.0
"speech";5.0;6.0
"speed";2.0;2.0
"spirit";2.0;2.0
"spoke";2.0;2.0
"spokesman";4.0;5.0
"spokesperson";6.0;8.0
"sport";2.0;2.0
"stabil";8.0;14.0
"stabl";4.0;4.0
"stadium";1.0;1.0
"stanc";2.0;2.0
"stand";4.0;4.0
"standard";2.0;4.0
"start";5.0;8.0
"state";23.0;46.0
"statement";9.0;14.0
"station";2.0;2.0
"statist";2.0;2.0
"statur";1.0;1.0
"status";1.0;3.0
"stay";1.0;1.0
"steer";1.0;1.0
"step";2.0;3.0
"stir";1.0;1.0
"stoke";1.0;1.0
"stop";4.0;5.0
"strateg";5.0;5.0
"strategi";3.0;3.0
"street";1.0;1.0
"strengthen";11.0;20.0
"stress";1.0;1.0
"strike";1.0;1.0
"strive";2.0;2.0
"strong";5.0;5.0
"stronger";3.0;4.0
"structur";2.0;2.0
"studi";4.0;5.0
"stunt";1.0;1.0
"style";1.0;1.0
"subject";2.0;6.0
"submit";1.0;1.0
"subservi";1.0;1.0
"substant";2.0;2.0
"success";3.0;3.0
"suffici";1.0;1.0
"sultan";4.0;7.0
"sulu";2.0;2.0
"summit";2.0;2.0
"sunday";3.0;3.0
"super";1.0;1.0
"supervis";2.0;2.0
"support";15.0;30.0
"suprem";1.0;1.0
"sure";1.0;1.0
"surplus";1.0;2.0
"surrend";2.0;2.0
"surviv";2.0;2.0
"suspect";2.0;5.0
"sustain";6.0;7.0
"swap";2.0;2.0
"system";3.0;4.0
"tactic";1.0;1.0
"take";8.0;9.0
"talk";11.0;12.0
"tangibl";2.0;2.0
"task";2.0;5.0
"technic";3.0;4.0
"technolog";4.0;21.0
"telecommun";2.0;2.0
"tension";2.0;4.0
"term";4.0;6.0
"termin";2.0;2.0
"territori";6.0;9.0
"terror";7.0;13.0
"test";2.0;2.0
"textbook";1.0;1.0
"thai";1.0;2.0
"thailand";1.0;3.0
"thank";2.0;2.0
"theodor";1.0;1.0
"thing";1.0;2.0
"think";2.0;2.0
"third";1.0;1.0
"threat";4.0;9.0
"threaten";1.0;1.0
"thursday";12.0;15.0
"thwart";1.0;1.0
"tight";1.0;1.0
"time";12.0;15.0
"tobacco";1.0;2.0
"tokyo";6.0;13.0
"told";12.0;14.0
"took";5.0;5.0
"total";4.0;4.0
"touch";2.0;2.0
"tour";1.0;1.0
"tourism";3.0;11.0
"tourist";3.0;3.0
"track";5.0;7.0
"trade";10.0;26.0
"tradit";5.0;6.0
"traffick";2.0;6.0
"train";6.0;14.0
"transfer";4.0;5.0
"transit";1.0;1.0
"transnat";2.0;4.0
"transpar";2.0;2.0
"transport";4.0;6.0
"travel";2.0;2.0
"treat";3.0;3.0
"treati";3.0;4.0
"treatment";1.0;1.0
"trend";2.0;2.0
"tribun";2.0;2.0
"trickl";1.0;1.0
"trip";4.0;4.0
"tripl";1.0;1.0
"troop";6.0;16.0
"truli";2.0;2.0
"trust";5.0;6.0
"tuesday";13.0;17.0
"tugad";1.0;2.0
"turn";1.0;1.0
"twilight";1.0;1.0
"twin";2.0;2.0
"ubial";1.0;2.0
"umbrella";1.0;2.0
"unabl";1.0;1.0
"unclo";3.0;4.0
"underspend";1.0;1.0
"understand";4.0;31.0
"undertak";4.0;6.0
"undertaken";2.0;2.0
"undertook";2.0;2.0
"undu";1.0;1.0
"unfair";1.0;1.0
"unilater";2.0;2.0
"union";1.0;1.0
"unit";15.0;24.0
"univers";6.0;13.0
"unjust";1.0;1.0
"unmistak";1.0;1.0
"unravel";1.0;1.0
"unrealist";1.0;1.0
"upcom";1.0;1.0
"uphold";3.0;3.0
"urban";1.0;1.0
"urgent";1.0;1.0
"user";2.0;2.0
"utmost";2.0;2.0
"vajiralongkorn";1.0;2.0
"valu";2.0;2.0
"vapor";2.0;2.0
"various";3.0;4.0
"venu";1.0;1.0
"vientian";4.0;4.0
"view";3.0;6.0
"viii";1.0;1.0
"violat";1.0;1.0
"violenc";1.0;1.0
"violent";2.0;4.0
"visaya";3.0;3.0
"vision";1.0;1.0
"visit";30.0;96.0
"voic";5.0;5.0
"vulner";1.0;1.0
"wage";2.0;2.0
"wait";1.0;1.0
"wang";1.0;3.0
"wanquan";1.0;1.0
"want";10.0;15.0
"warm";3.0;3.0
"warn";2.0;2.0
"warship";1.0;1.0
"wartim";1.0;2.0
"washington";6.0;9.0
"watch";1.0;1.0
"water";2.0;4.0
"weaken";1.0;1.0
"weaker";1.0;2.0
"websit";1.0;1.0
"wednesday";9.0;9.0
"week";7.0;10.0
"welcom";6.0;16.0
"welfar";2.0;2.0
"wherein";1.0;1.0
"wide";1.0;1.0
"wildlif";2.0;2.0
"will";5.0;7.0
"willing";2.0;4.0
"window";1.0;1.0
"wing";2.0;2.0
"wipe";1.0;1.0
"wiser";1.0;1.0
"wish";3.0;4.0
"women";1.0;12.0
"wonder";1.0;1.0
"work";7.0;10.0
"world";9.0;13.0
"worldwid";1.0;1.0
"worri";2.0;2.0
"wrap";3.0;3.0
"writer";2.0;2.0
"wrong";1.0;1.0
"wrote";1.0;1.0
"xinhua";6.0;8.0
"xisha";1.0;1.0
"yasay";1.0;3.0
"year";17.0;34.0
"zamboanga";1.0;1.0
"zhang";3.0;5.0
"zongz";1.0;1.0
